[(0, 2, True), (1, 2, True), (2, 3, True), (3, 2, True), (4, 3, True), (5, 2, True), (6, 3, True), (7, 1, True), (8, 2, True)]
************************************************************************************************************
Task  0
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 40 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 15.6s | Train: skip eval | Valid: time=  1.2s loss=0.724, TAw acc= 50.4% | *
| Epoch  29, time= 34.4s | Train: skip eval | Valid: time=  2.4s loss=1.033, TAw acc= 97.7% | *
| Epoch  30, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.054, TAw acc= 97.7% |
| Epoch  31, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.085, TAw acc= 97.0% |
| Epoch  32, time= 33.8s | Train: skip eval | Valid: time=  2.3s loss=1.064, TAw acc= 97.7% |
| Epoch  33, time= 34.5s | Train: skip eval | Valid: time=  2.2s loss=1.068, TAw acc= 97.7% |
| Epoch  34, time= 33.7s | Train: skip eval | Valid: time=  2.2s loss=1.062, TAw acc= 98.5% |
| Epoch  35, time= 34.3s | Train: skip eval | Valid: time=  2.2s loss=1.094, TAw acc= 97.7% |
| Epoch  36, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.071, TAw acc= 97.7% |
| Epoch  37, time= 33.9s | Train: skip eval | Valid: time=  2.3s loss=1.068, TAw acc= 97.7% |
| Epoch  38, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.069, TAw acc= 97.7% |
| Epoch  39, time= 33.6s | Train: skip eval | Valid: time=  2.3s loss=1.069, TAw acc= 97.0% |
| Epoch  40, time= 34.0s | Train: skip eval | Valid: time=  2.3s loss=1.046, TAw acc= 97.7% |
| Epoch  41, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=1.050, TAw acc= 97.0% |
| Epoch  42, time= 33.3s | Train: skip eval | Valid: time=  2.3s loss=1.058, TAw acc= 97.0% |
| Epoch  43, time= 33.3s | Train: skip eval | Valid: time=  2.3s loss=1.085, TAw acc= 97.7% |
| Epoch  44, time= 34.1s | Train: skip eval | Valid: time=  2.3s loss=1.069, TAw acc= 99.2% |
| Epoch  45, time= 34.7s | Train: skip eval | Valid: time=  2.4s loss=1.073, TAw acc= 97.7% |
| Epoch  46, time= 33.6s | Train: skip eval | Valid: time=  2.4s loss=1.042, TAw acc= 97.7% |
| Epoch  47, time= 33.9s | Train: skip eval | Valid: time=  2.3s loss=1.067, TAw acc= 98.5% |
| Epoch  48, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.076, TAw acc= 97.0% |
| Epoch  49, time= 34.1s | Train: skip eval | Valid: time=  2.3s loss=1.074, TAw acc= 98.5% |
| Epoch  50, time= 33.6s | Train: skip eval | Valid: time=  2.3s loss=1.049, TAw acc= 97.0% |
| Epoch  51, time= 34.5s | Train: skip eval | Valid: time=  2.2s loss=1.063, TAw acc= 97.7% |
| Epoch  52, time= 34.0s | Train: skip eval | Valid: time=  2.3s loss=1.095, TAw acc= 97.7% |
| Epoch  53, time= 34.2s | Train: skip eval | Valid: time=  2.3s loss=1.106, TAw acc= 98.5% |
| Epoch  54, time= 33.3s | Train: skip eval | Valid: time=  2.4s loss=1.050, TAw acc= 97.0% |
| Epoch  55, time= 33.7s | Train: skip eval | Valid: time=  2.4s loss=1.044, TAw acc= 97.7% |
| Epoch  56, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.089, TAw acc= 98.5% |
| Epoch  57, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.063, TAw acc= 97.7% |
| Epoch  58, time= 34.6s | Train: skip eval | Valid: time=  2.2s loss=1.053, TAw acc= 97.7% |
| Epoch  59, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.062, TAw acc= 97.7% |
| Epoch  60, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=1.066, TAw acc= 98.5% |
| Epoch  61, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=1.054, TAw acc= 97.7% |
| Epoch  62, time= 33.9s | Train: skip eval | Valid: time=  2.3s loss=1.090, TAw acc= 97.7% |
| Epoch  63, time= 33.4s | Train: skip eval | Valid: time=  2.4s loss=1.072, TAw acc= 98.5% |
| Epoch  64, time= 33.3s | Train: skip eval | Valid: time=  2.3s loss=1.061, TAw acc= 98.5% | lr=1.0e+00
| Epoch  65, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=18.030, TAw acc= 51.1% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.5s | Train: loss=0.249, TAg acc= 93.3% |
| Epoch 100, time=  0.5s | Train: loss=0.373, TAg acc= 91.1% |
| Epoch 150, time=  0.5s | Train: loss=0.348, TAg acc= 93.3% |
| Epoch 200, time=  0.5s | Train: loss=0.258, TAg acc= 86.7% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
| Selected 351 train exemplars, time= 13.4s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.380 | TAw acc= 97.1%, forg=  1.3%| TAg acc= 89.8%, forg=  7.3% <<<
>>> Test on task  1 : loss=0.973 | TAw acc= 88.0%, forg=  0.4%| TAg acc= 65.8%, forg= 11.3% <<<
>>> Test on task  2 : loss=0.649 | TAw acc= 97.3%, forg= -0.5%| TAg acc= 93.7%, forg=  1.6% <<<
>>> Test on task  3 : loss=0.991 | TAw acc= 99.1%, forg=  0.0%| TAg acc= 98.2%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
Task  4
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 48 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 46.4s | Train: skip eval | Valid: time=  3.3s loss=1.256, TAw acc= 61.5% | *
| Epoch   2, time= 47.0s | Train: skip eval | Valid: time=  3.4s loss=1.176, TAw acc= 68.5% | *
| Epoch   3, time= 47.1s | Train: skip eval | Valid: time=  3.3s loss=1.135, TAw acc= 66.5% | *
| Epoch   4, time= 48.0s | Train: skip eval | Valid: time=  3.4s loss=1.111, TAw acc= 66.5% | *
| Epoch   5, time= 47.6s | Train: skip eval | Valid: time=  3.3s loss=1.156, TAw acc= 73.5% |
| Epoch   6, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.089, TAw acc= 80.5% | *
| Epoch   7, time= 47.6s | Train: skip eval | Valid: time=  3.3s loss=1.074, TAw acc= 83.5% | *
| Epoch   8, time= 47.5s | Train: skip eval | Valid: time=  3.4s loss=1.060, TAw acc= 86.5% | *
| Epoch   9, time= 46.5s | Train: skip eval | Valid: time=  3.3s loss=1.102, TAw acc= 74.5% |
| Epoch  10, time= 47.8s | Train: skip eval | Valid: time=  3.4s loss=1.072, TAw acc= 85.0% |
| Epoch  11, time= 46.4s | Train: skip eval | Valid: time=  3.4s loss=1.110, TAw acc= 83.5% |
| Epoch  12, time= 46.9s | Train: skip eval | Valid: time=  3.3s loss=1.059, TAw acc= 85.0% | *
| Epoch  13, time= 47.5s | Train: skip eval | Valid: time=  3.3s loss=1.094, TAw acc= 82.0% |
| Epoch  14, time= 46.8s | Train: skip eval | Valid: time=  3.3s loss=1.075, TAw acc= 82.5% |
| Epoch  15, time= 47.8s | Train: skip eval | Valid: time=  3.4s loss=1.054, TAw acc= 89.0% | *
| Epoch  16, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.033, TAw acc= 89.5% | *
| Epoch  17, time= 47.9s | Train: skip eval | Valid: time=  3.5s loss=1.047, TAw acc= 84.0% |
| Epoch  18, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.072, TAw acc= 86.5% |
| Epoch  19, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.112, TAw acc= 75.5% |
| Epoch  20, time= 47.7s | Train: skip eval | Valid: time=  3.5s loss=1.054, TAw acc= 88.5% |
| Epoch  21, time= 47.2s | Train: skip eval | Valid: time=  3.3s loss=1.060, TAw acc= 84.5% |
| Epoch  22, time= 47.9s | Train: skip eval | Valid: time=  3.4s loss=1.096, TAw acc= 84.5% |
| Epoch  23, time= 47.8s | Train: skip eval | Valid: time=  3.2s loss=1.128, TAw acc= 78.5% |
| Epoch  24, time= 47.8s | Train: skip eval | Valid: time=  3.3s loss=1.043, TAw acc= 92.5% |
| Epoch  25, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.023, TAw acc= 91.5% | *
| Epoch  26, time= 47.3s | Train: skip eval | Valid: time=  3.3s loss=1.099, TAw acc= 86.5% |
| Epoch  27, time= 47.3s | Train: skip eval | Valid: time=  3.3s loss=1.015, TAw acc= 91.5% | *
| Epoch  28, time= 47.2s | Train: skip eval | Valid: time=  3.4s loss=1.089, TAw acc= 89.5% |
| Epoch  29, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.037, TAw acc= 91.0% |
| Epoch  30, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.043, TAw acc= 89.0% |
| Epoch  31, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.027, TAw acc= 90.5% |
| Epoch  32, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.023, TAw acc= 90.5% |
| Epoch  33, time= 46.2s | Train: skip eval | Valid: time=  3.3s loss=1.024, TAw acc= 87.0% |
| Epoch  34, time= 46.5s | Train: skip eval | Valid: time=  3.4s loss=1.034, TAw acc= 90.5% |
| Epoch  35, time= 47.0s | Train: skip eval | Valid: time=  3.4s loss=1.049, TAw acc= 88.5% |
| Epoch  36, time= 46.5s | Train: skip eval | Valid: time=  3.3s loss=1.084, TAw acc= 89.5% |
| Epoch  37, time= 47.8s | Train: skip eval | Valid: time=  3.4s loss=1.024, TAw acc= 89.0% |
| Epoch  38, time= 47.8s | Train: skip eval | Valid: time=  3.3s loss=1.016, TAw acc= 91.5% |
| Epoch  39, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.071, TAw acc= 90.0% |
| Epoch  40, time= 47.4s | Train: skip eval | Valid: time=  3.4s loss=1.015, TAw acc= 93.0% |
| Epoch  41, time= 47.6s | Train: skip eval | Valid: time=  3.4s loss=1.112, TAw acc= 83.5% |
| Epoch  42, time= 46.8s | Train: skip eval | Valid: time=  3.3s loss=1.034, TAw acc= 90.5% |
| Epoch  43, time= 47.6s | Train: skip eval | Valid: time=  3.3s loss=1.018, TAw acc= 92.5% |
| Epoch  44, time= 45.9s | Train: skip eval | Valid: time=  3.4s loss=1.031, TAw acc= 90.5% |
| Epoch  45, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.032, TAw acc= 92.5% |
| Epoch  46, time= 46.1s | Train: skip eval | Valid: time=  3.4s loss=1.026, TAw acc= 93.0% |
| Epoch  47, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.016, TAw acc= 93.5% |
| Epoch  48, time= 47.5s | Train: skip eval | Valid: time=  3.3s loss=1.045, TAw acc= 93.0% |
| Epoch  49, time= 47.4s | Train: skip eval | Valid: time=  3.3s loss=1.013, TAw acc= 93.0% | *
| Epoch  50, time= 47.8s | Train: skip eval | Valid: time=  3.4s loss=1.028, TAw acc= 93.0% |
| Epoch  51, time= 46.5s | Train: skip eval | Valid: time=  3.3s loss=1.011, TAw acc= 92.5% | *
| Epoch  52, time= 47.3s | Train: skip eval | Valid: time=  3.4s loss=1.111, TAw acc= 80.5% |
| Epoch  53, time= 47.3s | Train: skip eval | Valid: time=  3.4s loss=1.008, TAw acc= 92.0% | *
| Epoch  54, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.000, TAw acc= 92.5% | *
| Epoch  55, time= 46.8s | Train: skip eval | Valid: time=  3.4s loss=1.052, TAw acc= 88.0% |
| Epoch  56, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.004, TAw acc= 92.0% |
| Epoch  57, time= 47.3s | Train: skip eval | Valid: time=  3.4s loss=1.041, TAw acc= 88.0% |
| Epoch  58, time= 46.6s | Train: skip eval | Valid: time=  3.4s loss=1.046, TAw acc= 88.5% |
| Epoch  59, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.075, TAw acc= 89.5% |
| Epoch  60, time= 47.3s | Train: skip eval | Valid: time=  3.3s loss=1.069, TAw acc= 88.5% |
| Epoch  61, time= 47.2s | Train: skip eval | Valid: time=  3.3s loss=1.036, TAw acc= 90.5% |
| Epoch  62, time= 47.8s | Train: skip eval | Valid: time=  3.3s loss=1.054, TAw acc= 85.5% |
| Epoch  63, time= 47.5s | Train: skip eval | Valid: time=  3.3s loss=1.056, TAw acc= 90.5% |
| Epoch  64, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.025, TAw acc= 91.0% |
| Epoch  65, time= 47.4s | Train: skip eval | Valid: time=  3.4s loss=1.025, TAw acc= 92.5% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.6s | Train: loss=0.442, TAg acc= 87.5% |
| Epoch 100, time=  0.6s | Train: loss=0.407, TAg acc= 87.5% |
| Epoch 150, time=  0.6s | Train: loss=0.345, TAg acc= 89.6% |
| Epoch 200, time=  0.6s | Train: loss=0.453, TAg acc= 89.6% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
Stage 2: BiC training for Task 4: alpha=0.52852, beta=-0.36959
| Selected 348 train exemplars, time= 18.3s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.549 | TAw acc= 97.3%, forg=  1.1%| TAg acc= 85.2%, forg= 11.8% <<<
>>> Test on task  1 : loss=1.209 | TAw acc= 87.6%, forg=  0.7%| TAg acc= 59.4%, forg= 17.7% <<<
>>> Test on task  2 : loss=0.631 | TAw acc= 97.2%, forg=  0.1%| TAg acc= 90.7%, forg=  4.6% <<<
>>> Test on task  3 : loss=0.873 | TAw acc= 98.9%, forg=  0.2%| TAg acc= 97.8%, forg=  0.4% <<<
>>> Test on task  4 : loss=1.107 | TAw acc= 87.2%, forg=  0.0%| TAg acc= 72.0%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
Task  5
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 42 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 33.7s | Train: skip eval | Valid: time=  2.3s loss=2.022, TAw acc= 66.4% | *
| Epoch   2, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.911, TAw acc= 88.1% | *
| Epoch   3, time= 34.2s | Train: skip eval | Valid: time=  2.3s loss=1.877, TAw acc= 91.0% | *
| Epoch   4, time= 34.1s | Train: skip eval | Valid: time=  2.3s loss=1.878, TAw acc= 91.8% |
| Epoch   5, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=1.978, TAw acc= 91.8% |
| Epoch   6, time= 33.5s | Train: skip eval | Valid: time=  2.3s loss=1.945, TAw acc= 86.6% |
| Epoch   7, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.850, TAw acc= 96.3% | *
| Epoch   8, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=1.875, TAw acc= 94.8% |
| Epoch   9, time= 33.3s | Train: skip eval | Valid: time=  2.4s loss=1.850, TAw acc= 95.5% |
| Epoch  10, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.844, TAw acc= 95.5% | *
| Epoch  11, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.915, TAw acc= 92.5% |
| Epoch  12, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.862, TAw acc= 91.8% |
| Epoch  13, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=1.843, TAw acc= 95.5% | *
| Epoch  14, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.834, TAw acc= 97.0% | *
| Epoch  15, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.884, TAw acc= 85.1% |
| Epoch  16, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.847, TAw acc= 95.5% |
| Epoch  17, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.835, TAw acc= 96.3% |
| Epoch  18, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.856, TAw acc= 92.5% |
| Epoch  19, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.884, TAw acc= 91.8% |
| Epoch  20, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=1.851, TAw acc= 94.8% |
| Epoch  21, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.858, TAw acc= 95.5% |
| Epoch  22, time= 33.4s | Train: skip eval | Valid: time=  2.4s loss=1.883, TAw acc= 97.8% |
| Epoch  23, time= 34.0s | Train: skip eval | Valid: time=  2.3s loss=1.871, TAw acc= 94.0% |
| Epoch  24, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.844, TAw acc= 97.0% |
| Epoch  25, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.863, TAw acc= 91.0% |
| Epoch  26, time= 33.9s | Train: skip eval | Valid: time=  2.3s loss=1.903, TAw acc= 88.8% |
| Epoch  27, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.862, TAw acc= 96.3% |
| Epoch  28, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.859, TAw acc= 97.0% |
| Epoch  29, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.836, TAw acc= 96.3% |
| Epoch  30, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.843, TAw acc= 94.0% |
| Epoch  31, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=1.862, TAw acc= 93.3% |
| Epoch  32, time= 33.5s | Train: skip eval | Valid: time=  2.4s loss=1.858, TAw acc= 95.5% |
| Epoch  33, time= 33.7s | Train: skip eval | Valid: time=  2.4s loss=1.860, TAw acc= 94.0% |
| Epoch  34, time= 33.8s | Train: skip eval | Valid: time=  2.4s loss=1.873, TAw acc= 93.3% |
| Epoch  35, time= 33.4s | Train: skip eval | Valid: time=  2.4s loss=1.850, TAw acc= 94.0% |
| Epoch  36, time= 33.8s | Train: skip eval | Valid: time=  2.3s loss=1.875, TAw acc= 94.8% |
| Epoch  37, time= 34.1s | Train: skip eval | Valid: time=  2.3s loss=1.845, TAw acc= 94.0% |
| Epoch  38, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.903, TAw acc= 90.3% |
| Epoch  39, time= 34.0s | Train: skip eval | Valid: time=  2.2s loss=1.933, TAw acc= 91.0% |
| Epoch  40, time= 34.6s | Train: skip eval | Valid: time=  2.2s loss=1.867, TAw acc= 96.3% |
| Epoch  41, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.869, TAw acc= 92.5% |
| Epoch  42, time= 34.3s | Train: skip eval | Valid: time=  2.4s loss=1.854, TAw acc= 96.3% |
| Epoch  43, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.952, TAw acc= 92.5% |
| Epoch  44, time= 33.9s | Train: skip eval | Valid: time=  2.4s loss=1.868, TAw acc= 91.8% |
| Epoch  45, time= 33.3s | Train: skip eval | Valid: time=  2.4s loss=1.843, TAw acc= 94.0% |
| Epoch  46, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=1.850, TAw acc= 96.3% |
| Epoch  47, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=1.839, TAw acc= 96.3% |
| Epoch  48, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=1.867, TAw acc= 94.8% |
| Epoch  49, time= 34.7s | Train: skip eval | Valid: time=  2.2s loss=1.877, TAw acc= 89.6% | lr=1.0e+00
| Epoch  50, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=18.907, TAw acc= 50.0% |
| Epoch  51, time= 34.2s | Train: skip eval | Valid: time=  2.3s loss=5.933, TAw acc= 79.9% |
| Epoch  52, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=2.450, TAw acc= 59.7% |
| Epoch  53, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.040, TAw acc= 79.9% |
| Epoch  54, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.345, TAw acc= 90.3% |
| Epoch  55, time= 33.2s | Train: skip eval | Valid: time=  2.3s loss=2.362, TAw acc= 61.2% |
| Epoch  56, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=1.963, TAw acc= 88.1% |
| Epoch  57, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.964, TAw acc= 90.3% |
| Epoch  58, time= 33.8s | Train: skip eval | Valid: time=  2.3s loss=1.985, TAw acc= 88.8% |
| Epoch  59, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=1.938, TAw acc= 89.6% |
| Epoch  60, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.103, TAw acc= 81.3% |
| Epoch  61, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=2.173, TAw acc= 70.9% |
| Epoch  62, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.424, TAw acc= 80.6% |
| Epoch  63, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=2.078, TAw acc= 94.0% |
| Epoch  64, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.173, TAw acc= 90.3% |
| Epoch  65, time= 33.8s | Train: skip eval | Valid: time=  2.3s loss=1.938, TAw acc= 94.0% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.5s | Train: loss=0.410, TAg acc= 90.5% |
| Epoch 100, time=  0.5s | Train: loss=0.541, TAg acc= 85.7% |
| Epoch 150, time=  0.5s | Train: loss=0.367, TAg acc= 92.9% |
| Epoch 200, time=  0.5s | Train: loss=0.486, TAg acc= 88.1% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
Stage 2: BiC training for Task 4: alpha=0.52852, beta=-0.36959
Stage 2: BiC training for Task 5: alpha=0.62317, beta=-0.39131
| Selected 350 train exemplars, time= 13.1s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.719 | TAw acc= 98.4%, forg=  0.0%| TAg acc= 78.9%, forg= 18.2% <<<
>>> Test on task  1 : loss=1.406 | TAw acc= 87.8%, forg=  0.5%| TAg acc= 57.4%, forg= 19.7% <<<
>>> Test on task  2 : loss=0.656 | TAw acc= 97.8%, forg= -0.5%| TAg acc= 88.5%, forg=  6.8% <<<
>>> Test on task  3 : loss=0.848 | TAw acc= 99.1%, forg=  0.0%| TAg acc= 98.2%, forg=  0.0% <<<
>>> Test on task  4 : loss=1.181 | TAw acc= 86.3%, forg=  0.8%| TAg acc= 75.4%, forg= -3.4% <<<
>>> Test on task  5 : loss=1.845 | TAw acc= 95.5%, forg=  0.0%| TAg acc= 86.9%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
Task  6
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 51 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 46.4s | Train: skip eval | Valid: time=  3.3s loss=1.748, TAw acc= 98.0% | *
| Epoch   2, time= 46.8s | Train: skip eval | Valid: time=  3.4s loss=1.733, TAw acc= 99.0% | *
| Epoch   3, time= 47.9s | Train: skip eval | Valid: time=  3.4s loss=1.701, TAw acc=100.0% | *
| Epoch   4, time= 46.3s | Train: skip eval | Valid: time=  3.5s loss=1.692, TAw acc=100.0% | *
| Epoch   5, time= 46.7s | Train: skip eval | Valid: time=  3.3s loss=1.699, TAw acc=100.0% |
| Epoch   6, time= 47.5s | Train: skip eval | Valid: time=  3.3s loss=1.701, TAw acc= 99.5% |
| Epoch   7, time= 46.2s | Train: skip eval | Valid: time=  3.3s loss=1.694, TAw acc=100.0% |
| Epoch   8, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.690, TAw acc=100.0% | *
| Epoch   9, time= 48.2s | Train: skip eval | Valid: time=  3.3s loss=1.686, TAw acc=100.0% | *
| Epoch  10, time= 47.3s | Train: skip eval | Valid: time=  3.4s loss=1.682, TAw acc=100.0% | *
| Epoch  11, time= 47.0s | Train: skip eval | Valid: time=  3.4s loss=1.682, TAw acc= 99.5% | *
| Epoch  12, time= 46.2s | Train: skip eval | Valid: time=  3.4s loss=1.705, TAw acc=100.0% |
| Epoch  13, time= 46.2s | Train: skip eval | Valid: time=  3.4s loss=1.685, TAw acc=100.0% |
| Epoch  14, time= 47.9s | Train: skip eval | Valid: time=  3.3s loss=1.689, TAw acc=100.0% |
| Epoch  15, time= 46.7s | Train: skip eval | Valid: time=  3.5s loss=1.680, TAw acc=100.0% | *
| Epoch  16, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.677, TAw acc=100.0% | *
| Epoch  17, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.682, TAw acc=100.0% |
| Epoch  18, time= 46.4s | Train: skip eval | Valid: time=  3.4s loss=1.689, TAw acc=100.0% |
| Epoch  19, time= 47.6s | Train: skip eval | Valid: time=  3.5s loss=1.689, TAw acc=100.0% |
| Epoch  20, time= 46.7s | Train: skip eval | Valid: time=  3.4s loss=1.678, TAw acc=100.0% |
| Epoch  21, time= 47.6s | Train: skip eval | Valid: time=  3.3s loss=1.683, TAw acc=100.0% |
| Epoch  22, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.676, TAw acc=100.0% | *
| Epoch  23, time= 47.9s | Train: skip eval | Valid: time=  3.3s loss=1.682, TAw acc=100.0% |
| Epoch  24, time= 46.4s | Train: skip eval | Valid: time=  3.4s loss=1.680, TAw acc=100.0% |
| Epoch  25, time= 47.5s | Train: skip eval | Valid: time=  3.5s loss=1.675, TAw acc=100.0% | *
| Epoch  26, time= 46.3s | Train: skip eval | Valid: time=  3.5s loss=1.678, TAw acc=100.0% |
| Epoch  27, time= 47.9s | Train: skip eval | Valid: time=  3.4s loss=1.677, TAw acc=100.0% |
| Epoch  28, time= 47.8s | Train: skip eval | Valid: time=  3.2s loss=1.687, TAw acc=100.0% |
| Epoch  29, time= 48.0s | Train: skip eval | Valid: time=  3.3s loss=1.689, TAw acc= 99.5% |
| Epoch  30, time= 47.8s | Train: skip eval | Valid: time=  3.3s loss=1.679, TAw acc=100.0% |
| Epoch  31, time= 48.4s | Train: skip eval | Valid: time=  3.4s loss=1.684, TAw acc=100.0% |
| Epoch  32, time= 48.0s | Train: skip eval | Valid: time=  3.3s loss=1.680, TAw acc=100.0% |
| Epoch  33, time= 48.3s | Train: skip eval | Valid: time=  3.3s loss=1.691, TAw acc=100.0% |
| Epoch  34, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.674, TAw acc=100.0% | *
| Epoch  35, time= 48.1s | Train: skip eval | Valid: time=  3.3s loss=1.679, TAw acc=100.0% |
| Epoch  36, time= 48.3s | Train: skip eval | Valid: time=  3.3s loss=1.684, TAw acc= 99.5% |
| Epoch  37, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.687, TAw acc= 99.5% |
| Epoch  38, time= 46.7s | Train: skip eval | Valid: time=  3.4s loss=1.686, TAw acc=100.0% |
| Epoch  39, time= 47.1s | Train: skip eval | Valid: time=  3.4s loss=1.676, TAw acc=100.0% |
| Epoch  40, time= 48.2s | Train: skip eval | Valid: time=  3.3s loss=1.678, TAw acc=100.0% |
